,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),labelnormal,labelbrake,labelstop,labelturnright,labelturnleft,labelaccelerate
158.0,-0.8455636,-1.3912468,11.1654488,0.014812999999999998,-0.010872799999999998,0.1557966,-0.2213864,-0.1715216,-0.07514979999999997,52.353108,4.922059,3.873185,3.75,331.899994,3.790092,2.5,1,0,0,0,0,0
158.5,-1.9843078000000003,1.0602598,7.5011998,-0.0550678,-0.021227000000000006,-0.0546098,0.06640839999999999,-0.33831939999999994,0.30035940000000005,,,,,,,,1,0,0,0,0,0
159.0,0.8238488,0.1316052000000001,10.7639334,0.0502422,-0.060779400000000004,0.21963,0.8480399999999999,0.129867,-0.27026100000000003,52.353137,4.922029,3.904458,3.73,331.399994,3.790092,2.5,1,0,0,0,0,0
159.5,0.8575877999999998,0.7922636,8.597591,-0.02439575,0.15893474999999999,-0.10632575,0.8480399999999999,0.129867,-0.27026100000000003,,,,,,,,1,0,0,0,0,0
160.0,-0.10289159999999989,-3.8136808,13.861860400000001,0.0623674,-0.048898399999999995,-0.08603779999999998,0.23546460000000002,-0.010978200000000009,-0.1872852,52.353165000000004,4.922,3.9542870000000003,3.77,331.600006,3.790092,2.5,1,0,0,0,0,0
160.5,2.223351,2.5573892000000003,9.420602200000001,-0.0334438,0.042698200000000006,-0.0034818000000000015,0.5239178000000001,-0.17979700000000004,-0.2941594,,,,,,,,1,0,0,0,0,0
161.0,-0.6563514,1.6107884000000001,9.177073400000001,0.024952999999999996,-0.013713599999999998,-0.0939788,0.332572,1.165346,-0.573922,52.353194,4.921971,4.139918,3.67,330.700012,3.790092,2.5,1,0,0,0,0,0
161.5,0.9190236,-0.19399800000000003,10.3365752,0.008819,-0.03840725,0.072958,0.332572,1.165346,-0.573922,,,,,,,,1,0,0,0,0,0
162.0,-1.6693525999999999,1.2042480000000002,8.013742400000002,-0.023578600000000005,0.030053599999999996,-0.027182599999999994,0.2113476,1.0712118,-0.760569,52.353221000000005,4.921941,4.165451999999999,3.58,329.299988,3.790092,2.5,1,0,0,0,0,0
162.5,0.1393219999999999,-1.1699706000000003,10.8991874,0.010353800000000002,0.018173,-0.12110019999999999,0.771787,-0.1859976,0.2046210000000001,,,,,,,,1,0,0,0,0,0
163.0,-0.7210772,2.6794232,5.831608,-0.027793599999999995,-0.058030399999999996,0.075348,-0.438288,-0.1661186,-0.2712524000000001,52.353249,4.921913,4.083811,3.84,332.600006,3.790092,2.5,1,0,0,0,0,0
163.5,0.5239086000000001,-1.1876776000000002,12.4137844,0.0255944,-0.058397199999999996,0.007971399999999998,-1.440669,-0.184604,-1.038261,,,,,,,,1,0,0,0,0,0
164.0,-0.09421739999999997,-0.05359919999999958,8.9612404,-0.033443999999999995,-0.0174475,0.2818295,-1.440669,-0.184604,-1.038261,52.353278,4.921886,4.244969,3.77,332.899994,3.790092,2.5,1,0,0,0,0,0
164.5,0.7055235999999997,1.7148164000000001,10.719426799999999,0.0517082,0.14397659999999995,-0.1859114,0.116048,0.524316,-0.7201554000000001,,,,,,,,1,0,0,0,0,0
165.0,1.3617553999999998,3.299822,7.480142600000001,-0.05012,-0.060748800000000006,-0.043431399999999995,0.5217280000000001,-0.7680014,0.5255018,52.353308,4.92186,4.067324,3.92,335.399994,3.790092,2.5,1,0,0,0,0,0
165.5,-0.8539986,-1.7899505999999998,13.643336399999999,-0.0034820000000000016,0.028801600000000004,0.00836839999999999,1.370585,-2.699528,2.2562130000000002,,,,,,,,1,0,0,0,0,0
166.0,2.5575086,-5.927380599999999,13.112009999999998,0.20379400000000003,-0.004886750000000003,-0.06631524999999999,1.370585,-2.699528,2.2562130000000002,52.353339,4.921834,4.120757,3.82,333.700012,3.790092,2.5,1,0,0,0,0,0
166.5,-0.40366919999999995,0.2010568000000001,9.096674199999999,-0.2128498,-0.0419652,0.0487152,0.8842561999999999,-1.4652611999999998,0.8825712000000001,,,,,,,,1,0,0,0,0,0
167.0,-0.8734999999999999,-2.4520449999999996,13.419787200000002,0.1343866,-0.035520600000000006,-0.0170732,0.0362706,0.1463746,0.09472979999999999,52.353367,4.921809,4.145564,3.64,333.899994,3.790092,2.5,1,0,0,0,0,0
167.5,0.021954199999999792,0.41114680000000003,7.306005399999999,-0.038422399999999995,0.021532000000000003,0.18007779999999998,-1.6585498,-0.8022534,-0.19221520000000003,,,,,,,,1,0,0,0,0,0
168.0,0.057308000000000095,-0.0705283999999999,9.5423972,0.03737625,0.15504075,-0.2955355,-1.62056,-1.043519,-0.3012,52.353396000000004,4.9217830000000005,4.117636,3.72,332.600006,3.790092,2.5,1,0,0,0,0,0
168.5,0.15427700000000014,-1.8019150000000004,12.453206599999998,0.0462716,-0.10039279999999999,0.067407,-1.62056,-1.043519,-0.3012,,,,,,,,1,0,0,0,0,0
169.0,0.12317059999999999,2.49374,6.6239913999999995,-0.0673154,-0.006291800000000005,0.07806640000000001,0.31220919999999996,0.3631516,-0.2695872,52.353424,4.921755,4.304854,3.62,331.399994,3.790092,2.5,1,0,0,0,0,0
169.5,-0.18287139999999996,-1.9745570000000001,13.994961600000002,0.2683452,0.1399452,-0.179009,0.5901102,0.41805900000000007,0.3092518000000001,,,,,,,,1,0,0,0,0,0
170.0,-0.16731819999999997,-1.6876578000000002,9.988120400000001,-0.27042200000000005,0.0458746,-0.1160304,0.9732870000000002,1.358737,0.8722200000000001,52.353451,4.921727,4.639777,3.52,330.700012,3.790092,2.5,0,0,0,1,0,0
170.5,-0.47383880000000006,6.6430142000000005,3.0305695999999998,0.18535374999999998,0.23147275,-0.53972175,0.9732870000000002,1.358737,0.8722200000000001,,,,,,,,0,0,0,1,0,0
171.0,1.1918650000000002,-0.9298507999999996,11.8208432,0.09052760000000001,0.02553360000000001,-0.7103544,2.0029072,-0.0918689999999999,0.6086058000000001,52.353482,4.921708,4.676735,3.73,340.5,3.790092,2.5,0,0,0,1,0,0
171.5,-0.9601798,-2.3111675999999997,10.877173799999998,0.047646400000000005,-0.09263520000000001,-0.0758366,0.7174338,0.14692099999999994,-0.10140780000000005,,,,,,,,0,0,0,1,0,0
172.0,0.4357928000000001,1.7822342000000007,9.4016996,0.0995068,0.11877919999999997,-0.5781059999999999,2.399511,-1.2205549999999998,2.2829,52.353513,4.921705,4.653523000000001,3.31,358.899994,3.790092,2.5,0,0,0,1,0,0
172.5,-1.6963318,0.46612199999999965,9.507820800000001,0.08246424999999999,-0.06761325,-0.57778475,2.399511,-1.2205549999999998,2.2829,,,,,,,,0,0,0,1,0,0
173.0,-0.03948160000000014,0.4353744000000005,9.659167400000001,-0.053143800000000005,-0.14587019999999998,-0.271888,1.4923491999999998,-0.7259575999999999,1.1191032000000005,52.353543,4.921727,4.519362,3.71,26.4,3.790092,2.5,0,0,0,1,0,0
173.5,-0.7122836000000001,0.7258030000000001,10.7455686,0.19314979999999998,-0.10405800000000001,-0.1363412,-0.03923639999999997,0.28946059999999996,0.31270880000000006,,,,,,,,0,0,0,1,0,0
174.0,-1.0644472,-1.1133804,11.1733452,-0.014415999999999995,-0.1299578,0.017500599999999998,0.4985238000000001,0.1614408000000001,-1.9749050000000004,52.353567,4.9217699999999995,3.908643,3.56,50.0,3.790092,2.5,0,0,0,1,0,0
174.5,-0.23575300000000016,-1.4866006,11.812647799999999,-0.02401425,0.054862,-0.04512625,0.7477060000000001,1.150068,-3.1958990000000003,,,,,,,,0,0,0,1,0,0
175.0,-1.323889,1.5136397999999998,6.851249399999999,0.029718000000000005,-0.0518608,-0.11997019999999999,0.7477060000000001,1.150068,-3.1958990000000003,52.353584000000005,4.921824,4.185004,3.71,61.599998,3.790092,2.5,1,0,0,0,0,0
175.5,1.5980466,-1.1589638,10.6480008,-0.0098958,-0.0441338,0.14971839999999997,-0.39879760000000003,-0.9649036000000001,1.0031919999999999,,,,,,,,1,0,0,0,0,0
176.0,0.7338188000000001,-4.2463034,14.912848599999998,0.0682926,0.025685999999999994,0.00250439999999999,-0.9842324000000001,0.15173159999999997,-1.0327496,52.353598,4.921881,3.9580050000000004,3.58,66.099998,3.790092,2.5,1,0,0,0,0,0
176.5,0.45918279999999995,3.0810584000000003,5.260082199999999,-0.06139019999999999,-0.0322832,0.004367399999999999,-1.566681,0.9957650000000001,-0.20793499999999998,,,,,,,,1,0,0,0,0,0
177.0,0.8603394,1.1779866000000003,8.5129452,-0.004428499999999988,0.08250225,0.07116375,-1.566681,0.9957650000000001,-0.20793499999999998,52.353612,4.9219349999999995,3.997607,3.64,63.400002,3.790092,2.5,1,0,0,0,0,0
177.5,-0.7868798,1.7366510000000002,5.967400400000001,-0.0007024000000000058,0.03252759999999999,-0.18786640000000002,-0.41737979999999997,0.23593100000000003,-0.22777940000000002,,,,,,,,1,0,0,0,0,0
178.0,0.5346164,-1.3419545999999998,11.735359400000002,0.030511800000000006,0.007208200000000003,0.030908800000000004,-0.7648953999999999,-0.32480659999999995,-0.07823260000000001,52.353627,4.921989,3.8427519999999995,3.66,63.0,3.790092,2.5,1,0,0,0,0,0
178.5,-0.01196400000000004,2.9114072,4.5162134,-0.0337494,-0.1232386,0.059282599999999984,0.8350620000000001,-1.8563470000000002,2.565053,,,,,,,,1,0,0,0,0,0
179.0,-0.14057839999999994,0.9047862000000002,10.5177114,0.1142285,0.05482375,0.009697250000000001,0.8350620000000001,-1.8563470000000002,2.565053,52.353642,4.922041,4.066315,3.58,63.0,3.790092,2.5,1,0,0,0,0,0
179.5,-1.6560724,-0.9733403999999999,7.4298936,-0.007391399999999992,0.10402719999999999,-0.014049599999999995,0.6131384000000001,-2.0021824,2.6157953999999997,,,,,,,,1,0,0,0,0,0
180.0,-1.9867608,0.7653443999999999,7.754300400000001,-0.0006720000000000004,-0.11007439999999999,-0.11480900000000001,-0.3885224,-0.26968120000000007,-0.6263340000000002,52.353657,4.922093,4.226889,3.63,63.700001,3.790092,2.5,1,0,0,0,0,0
180.5,0.32422760000000006,0.02931200000000018,10.492767,0.015332400000000001,-0.097369,0.2572888,-0.6626074,-0.617612,1.302394,,,,,,,,1,0,0,0,0,0
181.0,1.6824536,-4.747838400000001,17.4944648,-0.09452859999999996,0.12308559999999999,-0.10876140000000001,-1.562238,-1.245541,3.2654989999999997,52.353674,4.922147,4.683486,3.95,63.5,3.790092,2.5,1,0,0,0,0,0
181.5,-1.6640884,1.39693,10.006306,0.0659335,-0.006986499999999999,0.0087425,-1.562238,-1.245541,3.2654989999999997,,,,,,,,1,0,0,0,0,0
182.0,-0.4421338,0.09864420000000003,11.080982200000001,-0.007666200000000003,0.033566200000000004,-0.0251058,-0.1863282,-0.39209640000000007,0.49293339999999997,52.353691,4.9222,4.324044000000001,3.8,61.599998,3.790092,2.5,1,0,0,0,0,0
182.5,-0.19974079999999997,-2.1004193999999994,10.233863200000002,0.06181760000000001,0.027152199999999994,0.026083199999999994,-0.444678,-0.5584762,0.317171,,,,,,,,1,0,0,0,0,0
183.0,0.48095740000000003,-0.7875977999999997,6.8854668000000006,-0.10424100000000003,0.04868459999999998,-0.2654438,0.8854179999999999,-0.008833,-0.373336,52.353709,4.9222529999999995,4.607486,3.89,61.0,3.790092,2.5,1,0,0,0,0,0
183.5,-0.008733999999999909,0.1594219999999999,10.813704,0.04249224999999998,-0.103882,0.11483924999999998,0.8854179999999999,-0.008833,-0.373336,,,,,,,,1,0,0,0,0,0
184.0,1.1691331999999999,-0.4834102000000001,9.6709516,0.0889698,-0.0741264,0.06496379999999999,0.2167558,-0.6002814,0.15006940000000005,52.353726,4.922306,4.520137999999999,3.82,63.400002,3.790092,2.5,1,0,0,0,0,0
184.5,0.6707680000000001,0.17916279999999976,10.905707999999999,-0.0530216,0.012644399999999995,-0.010842600000000013,0.2956824,0.0685066,-0.33493580000000006,,,,,,,,1,0,0,0,0,0
185.0,0.07549360000000005,3.2614171999999995,5.0349775999999995,0.057297399999999984,-0.0536934,0.1113882,-0.30324399999999996,-0.07948679999999994,-0.06688980000000015,52.353742,4.92236,4.114369,3.81,65.199997,3.790092,2.5,1,0,0,0,0,0
185.5,0.8300103999999999,-2.2112071999999996,13.7890592,-0.05986300000000003,0.07280525,0.19188225000000003,1.526957,-0.29619,0.006059,,,,,,,,1,0,0,0,0,0
186.0,-2.1900307999999997,-1.1973683999999998,8.0112898,0.027090999999999997,0.06795659999999999,-0.16178299999999998,1.526957,-0.29619,0.006059,52.353759000000004,4.922413,4.544783,3.85,63.799999,3.790092,2.5,1,0,0,0,0,0
186.5,1.9159928000000002,0.6837487999999997,11.0015408,0.008307599999999988,-0.0649942,0.1592478,-0.6190944,-0.06676899999999994,-0.13050819999999996,,,,,,,,1,0,0,0,0,0
187.0,0.12915300000000016,2.4314668,6.479284799999999,-0.01640120000000001,0.10127840000000002,-0.1726864,1.3016912,-0.16750359999999992,0.2153932,52.353776,4.922461,4.514683,3.4,62.5,3.790092,2.5,1,0,0,0,0,0
187.5,-0.04797599999999993,0.48245279999999974,7.2022768,-0.0830142,-0.02858759999999999,-0.050089800000000004,1.57507,0.58262,-0.304885,,,,,,,,1,0,0,0,0,0
188.0,-0.1908276,1.0914855999999997,6.244549400000001,0.25334900000000005,-0.02218125,-0.005268749999999999,1.57507,0.58262,-0.304885,52.353795,4.922511,4.388946,4.13,60.0,3.790092,2.5,1,0,0,0,0,0
188.5,0.5948556,1.9206580000000002,4.449992399999999,-0.1358524,-0.09617800000000001,0.0766918,0.10955220000000003,-0.714449,-1.0624993999999996,,,,,,,,1,0,0,0,0,0
189.0,-1.8632909999999998,-2.3892932,13.209697000000002,-0.08588499999999999,0.0241896,-0.1911342,0.5059973999999999,-0.01783260000000002,-0.8694317999999999,52.353815999999995,4.922562999999999,4.577116,3.85,62.400002,3.790092,2.5,1,0,0,0,0,0
189.5,2.4531218,-8.243394,10.997173400000001,0.014019000000000049,-0.09999580000000001,0.24281180000000005,-2.519592,0.257686,-0.457912,,,,,,,,1,0,0,0,0,0
190.0,-1.7794225999999995,1.5212966,4.7672805999999985,0.06761325,-0.319664,0.34352525,-2.519592,0.257686,-0.457912,52.353834,4.922611,4.869466,3.41,60.700001,3.790092,2.5,0,0,0,0,1,0
190.5,0.12825499999999984,1.2451650000000005,5.7991254,0.10439379999999998,0.02360919999999999,0.4515994,-2.2186692,0.53508,-0.7448112,,,,,,,,0,0,0,0,1,0
191.0,2.3540588,-0.8470592000000001,10.251988800000001,0.08396099999999998,-0.05384599999999999,0.41165019999999997,-1.4904191999999998,-0.1294828,0.37446260000000003,52.353854999999996,4.922651,4.392529,3.57,53.599998,3.790092,2.5,0,0,0,0,1,0
191.5,0.20327040000000007,0.11509480000000014,7.2327252,0.05971,0.14287699999999998,0.3491296,-0.3723582,-0.5985246,0.9555836,,,,,,,,0,0,0,0,1,0
192.0,3.095834,-1.4417954,10.716555399999999,-0.027373500000000002,0.159011,-0.34245624999999996,0.6296039999999999,-0.848733,1.514408,52.353871000000005,4.9226730000000005,3.5085319999999998,1.12,46.5,3.790092,2.5,0,0,0,0,1,0
192.5,1.1720642,3.1360333999999996,5.666324,0.0978272,-0.308661,0.5305208,0.6296039999999999,-0.848733,1.514408,,,,,,,,0,0,0,0,1,0
193.0,-0.8815158000000001,-6.4218574,15.206686999999999,-0.04224,0.0239148,0.3482134,-1.2212818,-0.19420420000000008,0.17338879999999984,52.3539,4.922686,4.921606,4.7,20.200001,3.790092,2.5,0,0,0,0,1,0
193.5,1.6036100000000002,2.5098318,1.4007581999999996,-0.1259874,0.0654522,0.1132204,-0.6081597999999999,0.716921,-2.2052463999999996,,,,,,,,0,0,0,0,1,0
194.0,1.542533,-1.2092728,11.4876426,0.22998420000000003,-0.1246434,0.5045293999999999,-0.603827,1.9905810000000002,-2.936587,52.353941,4.922694,4.2594970000000005,3.8,6.9,3.790092,2.5,0,0,0,0,1,0
194.5,2.9001606,-1.0571490000000003,6.6684377999999995,0.10632575,0.19917424999999997,0.009735500000000005,-0.603827,1.9905810000000002,-2.936587,,,,,,,,0,0,0,0,1,0
195.0,0.3275175999999999,-1.6656437999999998,9.8188876,-0.011392199999999998,0.090833,0.11352600000000002,-0.2953961999999999,0.7705408,-1.1822768,52.353978000000005,4.922682,3.970908,4.19,353.799988,3.790092,2.5,1,0,0,0,0,0
195.5,-0.4850849999999999,-2.5297518,13.345429999999999,0.014812999999999993,0.1355472,-0.09507860000000001,0.0657324,-0.5453698,0.07182099999999995,,,,,,,,1,0,0,0,0,0
196.0,-0.6056829999999997,2.6195427999999996,6.985486799999999,0.0363148,-0.11627460000000003,0.2123304,-0.9340865999999999,-0.25572,-0.2077184,52.354014,4.922656,4.053647,4.14,339.399994,3.790092,2.5,1,0,0,0,0,0
196.5,-1.9599612,-7.768418,19.5377556,0.04337,0.0243955,-0.031267750000000004,-1.4074799999999998,-0.614282,-0.221394,,,,,,,,1,0,0,0,0,0
197.0,-0.6357131999999999,1.8844678000000006,1.824707,-0.007605000000000001,0.0410186,0.012766599999999994,-1.0627909999999998,-0.062098600000000025,-0.16770800000000002,52.354046000000004,4.922619999999999,3.73403,4.13,329.200012,3.790092,2.5,1,0,0,0,0,0
197.5,1.5410978,-2.4757936000000003,12.417792200000001,-0.009162800000000016,-0.030939199999999993,0.002748800000000007,0.2425186,-1.0863896,0.4024008,,,,,,,,1,0,0,0,0,0
198.0,1.3076776,-0.6000002,10.242537,-0.02217380000000001,0.049661800000000006,0.009681799999999996,0.12550319999999998,-0.186537,-1.4235944000000003,52.354075,4.922581,3.5555830000000004,3.97,329.0,3.790092,2.5,1,0,0,0,0,0
198.5,1.4295916,-0.9379864000000001,11.3642922,-0.018844600000000006,0.013774600000000001,-0.017744999999999997,0.816908,-0.15328599999999998,-1.8521709999999998,,,,,,,,1,0,0,0,0,0
199.0,0.7046264000000001,2.3066212,6.164629,0.0721945,0.01767625,-0.004046750000000009,0.816908,-0.15328599999999998,-1.8521709999999998,52.354103,4.9225449999999995,3.645567,3.76,329.0,3.790092,2.5,1,0,0,0,0,0
199.5,-0.15631099999999995,0.6936791999999997,10.5156182,-0.04052980000000001,-0.041934799999999994,-0.020952200000000004,0.10219999999999999,-0.6186757999999999,-0.24312019999999995,,,,,,,,1,0,0,0,0,0
200.0,0.502373,-0.070289,9.1450694,-0.0005498000000000031,0.10335540000000001,-0.0879926,0.33441719999999997,0.03367679999999997,-0.5480250000000001,52.354131,4.922511,3.230609,3.78,329.799988,3.790092,2.5,1,0,0,0,0,0
200.5,0.8885746000000001,-0.6954138000000003,9.838808,-0.0436144,0.05045599999999999,-0.27020839999999996,0.0924516,0.2895788,-1.2000948,,,,,,,,1,0,0,0,0,0
201.0,-0.7400402,-2.6575884,14.1910538,0.07624124999999998,-0.1397315,0.032565750000000004,0.064899,0.182161,-0.8753540000000001,52.354159,4.922479,3.4112339999999994,3.8,332.100006,3.790092,2.5,1,0,0,0,0,0
201.5,2.0413768,0.45583280000000004,6.8556166,-0.010598199999999999,-0.014935200000000001,-0.09113840000000001,0.15722560000000002,0.47290100000000007,-1.0512008000000002,,,,,,,,1,0,0,0,0,0
202.0,0.6483954,-0.08608159999999962,10.775957,-0.0032069999999999933,-0.11251799999999998,0.055189999999999996,-0.46371339999999994,-0.8215957999999999,0.08193299999999996,52.354186,4.922447,3.465269,3.45,330.600006,3.790092,2.5,1,0,0,0,0,0
202.5,-0.5306084,-2.1828526000000004,12.6443326,0.0496008,-0.1675248,0.38229879999999994,-0.31438239999999995,-1.5576060000000003,1.5161434000000003,,,,,,,,1,0,0,0,0,0
203.0,0.618186,5.274379400000001,2.2491334000000003,0.11262499999999998,0.1564915,-0.017638249999999994,-0.583838,-1.58802,1.714659,52.354212,4.922417,3.81972,3.39,332.700012,3.790092,2.5,1,0,0,0,0,0
203.5,-0.5967102000000001,1.8771094000000008,2.8306492000000008,-0.009773599999999983,-0.1148392,0.344182,-0.583838,-1.58802,1.714659,,,,,,,,1,0,0,0,0,0
204.0,0.9568898000000001,0.5398207999999999,9.100024399999999,0.051402799999999985,-0.0707054,0.3649508,-1.1130128000000001,-0.7605398000000001,-0.6648972000000001,52.354234000000005,4.922388,4.208163,2.88,326.399994,3.790092,2.5,1,0,0,0,0,0
204.5,-0.5369496,-0.26057840000000054,10.455857,0.0572364,-0.0627036,0.45584480000000005,-0.5358008,0.7378439999999999,-0.7580408000000001,,,,,,,,1,0,0,0,0,0
205.0,0.04600200000000003,0.7418948000000001,8.292745799999999,0.06890339999999999,0.04025479999999999,0.4033732,-1.8708369999999999,0.449824,-0.085511,52.354251,4.922358,3.7678,2.53,318.700012,3.790092,2.5,0,0,0,0,1,0
205.5,0.9501303999999999,1.3804794,7.480562000000001,0.041118,0.10216425,0.22398999999999997,-1.8708369999999999,0.449824,-0.085511,,,,,,,,0,0,0,0,1,0
206.0,1.057508,-1.1064413999999998,11.031331,0.0647804,-0.07046099999999998,0.3433572,-0.9515642,0.5703866,-0.5099986000000001,52.354261,4.92232,3.892548,2.78,295.899994,3.790092,2.5,0,0,0,0,1,0
206.5,0.9421142000000001,-0.12969100000000006,10.747422600000002,0.028801399999999998,0.07748600000000001,0.2992236,-0.32707480000000005,0.3563406,-0.20923479999999994,,,,,,,,0,0,0,0,1,0
207.0,-0.21302120000000002,1.0125228,8.658069600000001,-0.017500800000000004,0.025288999999999996,0.2082992,-1.4671299999999998,0.026302,1.572114,52.354262,4.922274,3.964728,3.22,272.899994,3.790092,2.5,0,0,0,0,1,0
207.5,-0.49280179999999996,0.6515657999999999,8.2056468,0.078112,-0.005421249999999997,0.10029325,-1.4671299999999998,0.026302,1.572114,,,,,,,,0,0,0,0,1,0
208.0,-1.1728422,0.6723234,8.1151384,0.010934000000000008,0.1170688,0.06569680000000001,-1.0125638,0.12746180000000001,1.1942144000000001,52.354259000000006,4.92223,3.956947,2.47,265.200012,3.790092,2.5,0,0,0,0,1,0
208.5,0.534078,-2.8529026,12.743156399999998,-0.0196388,0.0743098,-0.06355859999999999,0.24306600000000006,-0.0766438,0.07383899999999999,,,,,,,,0,0,0,0,1,0
209.0,1.1715858000000001,-4.055535,16.2680836,-0.148894,-0.07656959999999999,0.165845,-0.12925820000000002,-1.0826784,1.6743426,52.354251,4.922194999999999,2.413275,2.54,253.899994,3.790092,2.5,0,0,0,0,1,0
209.5,0.7061819999999999,-3.8099718000000005,15.442559600000001,0.2135218,-0.0432174,0.12149760000000001,-0.555725,-2.1019360000000002,4.129492,,,,,,,,0,0,0,0,1,0
210.0,0.5864209999999999,-1.1951550000000002,10.462018599999999,-0.04123225,0.16111099999999998,-0.092276,-0.555725,-2.1019360000000002,4.129492,52.354246,4.92216,3.412576,2.82,261.700012,3.790092,2.5,0,0,0,0,1,0
210.5,1.8064016000000003,4.1030926,6.1451872000000005,0.012675000000000002,-0.0250448,-0.16205779999999997,-0.03743100000000001,-0.10979200000000007,0.42085820000000007,,,,,,,,0,0,0,0,1,0
211.0,0.00843480000000003,-2.9347374,14.397614,-0.046943399999999996,-0.07510359999999998,0.1803832,-0.05734639999999998,-0.15702339999999995,-0.08218919999999996,52.354234000000005,4.922117,3.252806,3.94,248.69999700000002,3.790092,2.5,1,0,0,0,0,0
211.5,-0.1529011999999999,-1.3063616,11.2008628,0.016157,0.15213159999999998,-0.109586,0.243819,-0.091033,0.636115,,,,,,,,1,0,0,0,0,0
212.0,0.7231110000000001,1.1388042,7.784210999999999,0.003283250000000001,-0.0938795,-0.04665325000000001,0.243819,-0.091033,0.636115,52.354219,4.922073,3.187024,3.55,247.0,3.790092,2.5,1,0,0,0,0,0
212.5,-0.11485560000000006,0.9457029999999997,8.505467800000002,0.027946400000000003,-0.062153400000000004,0.0415986,0.2688926,0.14611820000000003,0.16572500000000004,,,,,,,,1,0,0,0,0,0
213.0,0.3857826000000001,-0.18903299999999998,11.728300999999998,-0.013285799999999997,-0.032436,0.1167328,-0.3514593999999999,-0.4007223999999999,0.30650700000000003,52.354203999999996,4.922032,3.445524,3.43,239.399994,3.790092,2.5,1,0,0,0,0,0
213.5,0.9188440000000002,1.5947565999999995,6.124130200000001,0.01398839999999999,0.0333218,0.0109648,0.3060187999999999,0.4097748,-1.3008064000000001,,,,,,,,1,0,0,0,0,0
214.0,-1.6983658000000001,-2.9825336000000005,13.252229599999998,0.021723250000000013,0.046233250000000004,0.03943799999999999,0.5916859999999999,0.500591,-1.7146979999999998,52.354188,4.921991,3.385175,3.61,240.399994,3.790092,2.5,1,0,0,0,0,0
214.5,-0.8665608,1.7835500000000004,7.095317400000001,-0.0083992,0.015210199999999998,-0.03402419999999999,0.49144319999999997,0.3570196,-1.2730018,,,,,,,,1,0,0,0,0,0
215.0,0.605683,-0.8645269999999996,10.957692,-0.008491000000000004,0.029351000000000006,-0.15375,0.3012538,-0.43972999999999995,0.5182732,52.354171,4.921948,3.0673169999999996,3.66,239.100006,3.790092,2.5,1,0,0,0,0,0
215.5,0.47736799999999996,-1.9776682,12.340923,0.0290458,-0.056289599999999995,0.08170059999999998,0.043879799999999934,0.1765918,-0.4469023999999999,,,,,,,,1,0,0,0,0,0
216.0,-0.16181460000000003,0.04665999999999988,10.193365,0.009376400000000007,-0.063925,0.06664320000000001,-0.878698,-0.696014,0.23200300000000001,52.354156,4.921907,3.82252,3.41,239.100006,3.790092,2.5,1,0,0,0,0,0
216.5,0.6929616000000001,-0.6865608000000001,9.807163,-0.06177200000000001,0.10243125,0.0014887500000000022,-0.878698,-0.696014,0.23200300000000001,,,,,,,,1,0,0,0,0,0
217.0,-0.23988040000000002,-1.328256,11.171670600000002,0.011881000000000006,0.107662,-0.1649286,0.18300520000000003,-0.04349979999999996,-0.15626159999999994,52.35414,4.921865,3.57455,3.47,239.19999700000002,3.790092,2.5,1,0,0,0,0,0
217.5,0.13441680000000003,1.6117453999999998,7.606364599999999,0.030725399999999996,-0.1397006,-0.06215360000000001,-0.00424500000000001,0.128652,0.0778106,,,,,,,,1,0,0,0,0,0
218.0,0.3919444000000001,0.6862016,8.213304,0.046088199999999996,-0.03988819999999999,0.17836719999999998,-0.1547012,-0.5402836,1.0726934,52.354128,4.921821,4.059674,3.54,245.80000299999998,3.790092,2.5,1,0,0,0,0,0
218.5,-1.5927226,-1.7685949999999995,10.6685792,-0.051464,0.037567249999999996,-0.006604999999999996,-0.098491,-0.7686149999999999,1.151225,,,,,,,,1,0,0,0,0,0
219.0,1.1513664000000001,2.6779273999999997,5.3671012000000005,-0.0193944,-0.027640600000000008,0.0787076,-0.08275859999999999,-0.4337711999999999,0.46984239999999994,52.354115,4.921774,4.1015,3.69,243.19999700000002,3.790092,2.5,1,0,0,0,0,0
219.5,0.28378879999999995,0.6942176000000002,8.9013004,0.033566,0.0774252,-0.013468999999999998,-0.10006540000000001,0.029689600000000028,0.026279200000000023,,,,,,,,1,0,0,0,0,0
220.0,-0.5961117999999999,-0.08177499999999985,9.396794400000001,-0.004458999999999996,-0.0164014,-0.1095552,0.8356068000000001,1.1120801999999999,-0.7952557999999998,52.3541,4.921727,4.128123,3.84,239.80000299999998,3.790092,2.5,1,0,0,0,0,0
220.5,-0.7468,-1.4980266,12.0908728,-0.025540999999999994,-0.019470750000000002,0.1374025,0.916834,1.469373,-1.4152129999999998,,,,,,,,1,0,0,0,0,0
221.0,-1.1183454000000002,-0.6100502000000001,9.469655400000002,0.028954200000000003,0.06774299999999998,-0.24165119999999995,0.916834,1.469373,-1.4152129999999998,52.354085,4.92168,4.9643180000000005,3.53,239.80000299999998,3.790092,2.5,1,0,0,0,0,0
